Date,AAPL,AMZN,JPM,MSFT,NVDA,PG,TSLA,UNH,XOM
2025-02-03,2.895719964716437e-18,0.0,3.649635173811915e-17,5.781118612641193e-17,0.5369646875324496,4.455347673302485e-17,0.24080786744560065,3.406732433791641e-17,0.12785376709020646
2025-02-04,2.956552814756293e-18,0.0,3.6650921266591904e-17,5.80151798657253e-17,0.5461242836299068,4.438715730598558e-17,0.24616152375963163,3.389766503161944e-17,0.13128024248706482
2025-02-05,2.952361793049924e-18,0.0,3.6991523608170687e-17,5.814461165430616e-17,0.5745696779956512,4.461947998009367e-17,0.23734965649449458,3.3547162267889657e-17,0.13118473078384685
2025-02-06,2.9618868247231613e-18,0.0,3.787654031733681e-17,5.850055230535799e-17,0.5922904615547264,4.4585162993685477e-17,0.2349332892688426,3.293999161608714e-17,0.1294535834817166
2025-02-07,2.890893927948278e-18,0.0,3.772607433032537e-17,5.764658092280633e-17,0.5976297458382304,4.434491571428232e-17,0.22696242053841967,3.2752935164613963e-17,0.13000278041261085
2025-02-10,2.894326583548428e-18,0.0,3.7074963684599034e-17,5.799407409273471e-17,0.614798338600821,4.4228754377228275e-17,0.22012757403839728,3.314694031457373e-17,0.13248607542149626
2025-02-11,2.957514952902835e-18,0.0,3.7615274510725055e-17,5.788433872697743e-17,0.6112541748650183,4.473035959811985e-17,0.20617542213811954,3.318111749576948e-17,0.13332179818726259
2025-02-12,3.0115491207317427e-18,0.0,3.767820107999161e-17,5.754668945852148e-17,0.6036134809972347,4.476996235706246e-17,0.21120271938243673,3.277592819467387e-17,0.1293105756207807
2025-02-13,3.0707960842728364e-18,0.0,3.779720378236977e-17,5.775772132879128e-17,0.6227151454268163,4.515013262888521e-17,0.22339750459421687,3.3010837271000054e-17,0.13025013884384246
2025-02-14,3.1098278512950432e-18,0.0,3.783413565552161e-17,5.746086994621014e-17,0.6391011957148622,4.3003768485366565e-17,0.22333473807790413,3.25341775872033e-17,0.1303826476517542
2025-02-18,3.108175141553315e-18,0.0,3.829374489962335e-17,5.763110393060514e-17,0.6416327111376311,4.367434007307117e-17,0.22224893672201437,3.111848727931116e-17,0.132671329913638
2025-02-19,3.113260506895194e-18,0.0,3.8197994198811054e-17,5.835282482424191e-17,0.6408502389029637,4.395419011141692e-17,0.22629713760353856,3.175921419383697e-17,0.13286405987992947
2025-02-20,3.1254660441779876e-18,0.0,3.649498249091711e-17,5.866155439966807e-17,0.6449007619152223,4.4144275247328313e-17,0.22243095387322573,3.1223513924735606e-17,0.13491182968394896
2025-02-21,3.121906152461143e-18,0.0,3.614480801935845e-17,5.754507323126572e-17,0.6187567068938801,4.494156755663614e-17,0.21201234423582027,2.8986249435569074e-17,0.13333384612885127
2025-02-24,3.1416127930204808e-18,0.0,3.5748121144378484e-17,5.695159458294955e-17,0.5996550424642983,4.5023407853775445e-17,0.2074495038892958,2.8681730827301236e-17,0.1340324876192669
2025-02-25,3.140849764827544e-18,0.0,3.5209177465382106e-17,5.609167979403603e-17,0.5828547524990576,4.558045693718666e-17,0.19004540428198713,2.9232348377004764e-17,0.13217745705632067
2025-02-26,3.055920725329216e-18,0.0,3.5399315920021856e-17,5.63496555236919e-17,0.6042578616328574,4.5224052374236e-17,0.1825138820121015,2.8810373325915946e-17,0.1318522182821175
2025-02-27,3.017016194423703e-18,0.0,3.543487854597166e-17,5.5334677736890807e-17,0.5530285123827455,4.5400935239331006e-17,0.17695939966098212,2.911924026814889e-17,0.1326833778552267
2025-02-28,3.074737295832536e-18,0.0,3.6200888352614834e-17,5.59633987592613e-17,0.574983917672846,4.5894623961940614e-17,0.1838821231145726,2.951697664291709e-17,0.13410476599401708
2025-03-03,3.026297243558669e-18,0.0,3.5649636149306905e-17,5.4765158041414077e-17,0.5249973225742572,4.6356634530902684e-17,0.1786539806795154,2.9025399678518174e-17,0.12980445775287983
2025-03-04,2.9995980556823367e-18,0.0,3.423114644973537e-17,5.478207455335773e-17,0.5338807705935641,4.572037992960627e-17,0.17073961522133002,2.949522544980209e-17,0.12953944941183815
2025-03-05,2.997182512001285e-18,0.0,3.4406233685514696e-17,5.653150479463164e-17,0.539910477752352,4.609790731516183e-17,0.17517065929115397,2.95803674668447e-17,0.12700985469209003
2025-03-06,2.991969716289099e-18,0.0,3.372366185522749e-17,5.594930525759104e-17,0.5089334977239615,4.611110958597821e-17,0.16534830282824176,3.0309963813905764e-17,0.12963581439498387
2025-03-07,3.039519892760561e-18,0.0,3.314094636728628e-17,5.544463290955487e-17,0.5186915024572577,4.645167304535182e-17,0.16485875464684524,3.066792521793662e-17,0.13132220160003416
2025-03-10,2.8921653178471507e-18,0.0,3.176486342960233e-17,5.3590889206224336e-17,0.4924093909568097,4.653351739599768e-17,0.13942730219052768,2.9971408969126105e-17,0.13467091722608462
2025-03-11,2.8077448343083724e-18,0.0,3.134355530585447e-17,5.363176898094676e-17,0.5006024161008327,4.570453882602923e-17,0.14471820156507179,3.033464627551498e-17,0.13149085423271192
2025-03-12,2.7586689899582624e-18,0.0,3.1173938758666096e-17,5.4029300546713576e-17,0.5327790581159378,4.445051766678719e-17,0.15570794436288926,3.0026954507200766e-17,0.13145471040794587
2025-03-13,2.6658573330869226e-18,0.0,3.0803244479728457e-17,5.339493781373563e-17,0.5320425578810541,4.450859630856094e-17,0.1510572270627967,3.005254358596609e-17,0.13090060711746704
2025-03-14,2.7142975796144024e-18,0.0,3.179495536696118e-17,5.47750278025226e-17,0.5600762763251301,4.434491571428232e-17,0.15689415873732326,3.0497540236983185e-17,0.13479136881762588
2025-03-17,2.720781570971848e-18,0.0,3.199876739296972e-17,5.479476732473965e-17,0.5502253442339825,4.481748161428702e-17,0.14938146450696624,3.1144750606969894e-17,0.13703187786271864
2025-03-18,2.7041262661698055e-18,0.0,3.214102839713092e-17,5.40645429207679e-17,0.5313520647658928,4.427627768795939e-17,0.1414106053533691,3.1443079077092046e-17,0.13688732111321822
2025-03-19,2.7365468057178728e-18,0.0,3.270732971922687e-17,5.4670714340465984e-17,0.5409728207786739,4.450332269654617e-17,0.1480320705976754,3.140563350295537e-17,0.13901941723357658
2025-03-20,2.722052960870721e-18,0.0,3.269364984764088e-17,5.453255923464336e-17,0.5456221036261587,4.423403609625613e-17,0.1482831175092746,3.191116780037939e-17,0.13960965507403963
2025-03-21,2.7750700167805305e-18,0.0,3.305203560226697e-17,5.51556471662851e-17,0.5418014054928797,4.4006991087669366e-17,0.1560970795257416,3.225755269374887e-17,0.13912782088352918
2025-03-24,2.8063462082928057e-18,0.0,3.3931581622842136e-17,5.541220923583459e-17,0.5588794590534518,4.3732422768351466e-17,0.1747250495865415,3.22357100770551e-17,0.13948919420771658
2025-03-25,2.844742377492383e-18,0.0,3.435152049938796e-17,5.570542733954479e-17,0.5555651201966286,4.2993213154323936e-17,0.18084441143082358,3.204410530253825e-17,0.1404407960975852
2025-03-26,2.8165173274837894e-18,0.0,3.4337840627801973e-17,5.4973797895345355e-17,0.5236646613796124,4.3977947713275937e-17,0.1707521608631319,3.234181094953006e-17,0.14246447929320916
2025-03-27,2.8460137673912552e-18,0.0,3.393978660569237e-17,5.505978549529129e-17,0.5129391023345978,4.454028256922157e-17,0.17142372619573978,3.218702702136164e-17,0.14200674098587604
2025-03-28,2.770365777027894e-18,0.0,3.321891785519607e-17,5.339916586423671e-17,0.5048373890312452,4.436075681785936e-17,0.16541105019090285,3.2206999264006465e-17,0.14181402029436638
2025-03-31,2.8241458611306405e-18,0.0,3.3554047408111506e-17,5.291846539885801e-17,0.4988992044327599,4.499172564662137e-17,0.1626557782537352,3.2688195842899534e-17,0.14325949504155233
2025-04-01,2.837622594058694e-18,0.0,3.332971557472399e-17,5.387705624916005e-17,0.5070469599757736,4.50286895728033e-17,0.1684927003514359,3.2648876085398136e-17,0.14339200384946407
2025-04-02,2.8465223233508047e-18,0.0,3.362517686015591e-17,5.3870009498324923e-17,0.508289819487113,4.47488435879641e-17,0.17746777588190726,3.265387009838828e-17,0.14294630420893778
2025-04-03,2.5833440315232597e-18,0.0,3.1282002183934734e-17,5.2597051671928617e-17,0.4686099079244331,4.551181891086373e-17,0.1677521052584402,3.3729849434160936e-17,0.1354297984244436
2025-04-04,2.39505070186614e-18,0.0,2.8940908679457763e-17,5.072639145665443e-17,0.43413161048547727,4.323081349395334e-17,0.15027269349301695,3.276933045973952e-17,0.1256848222616635
2025-04-07,2.307070326610517e-18,0.0,2.9513451416713906e-17,5.044727116455384e-17,0.44946041013831567,4.2301514690507886e-17,0.14641906498133184,3.274748784304576e-17,0.12399842578183141
2025-04-08,2.1921362912451742e-18,0.0,2.984789214588353e-17,4.998207355101243e-17,0.44329208458140246,4.18157465196868e-17,0.13924529461614213,3.451873587671033e-17,0.1213845047457444
2025-04-09,2.5281655156585597e-18,0.0,3.22522944328031e-17,5.504709703384871e-17,0.5262885071212745,4.285329016190433e-17,0.1708400378167,3.6105243522897154e-17,0.1274434971162458
2025-04-10,2.4209870558031482e-18,0.0,3.125722762988195e-17,5.375864066555448e-17,0.49517059077880304,4.3180651350461565e-17,0.15841301457919776,3.709759313999263e-17,0.12037267242271424
2025-04-11,2.519265592112836e-18,0.0,3.25082869576291e-17,5.475952495068532e-17,0.510637482030686,4.406506972944312e-17,0.15835653046061182,3.7414017764736985e-17,0.12423933823969574
2025-04-14,2.5748256220740043e-18,0.0,3.2304594635747114e-17,5.466930068035961e-17,0.5096247634777745,4.4651162187247746e-17,0.1583816408978672,3.663948863336981e-17,0.12454048113072161
2025-04-15,2.5699943404582874e-18,0.0,3.20857628919641e-17,5.4376086886588765e-17,0.5164835821498491,4.447691815491341e-17,0.15948626071645983,3.642292141253377e-17,0.12419115574812288
2025-04-16,2.4699356640365643e-18,0.0,3.1601303491203325e-17,5.238559742760264e-17,0.48099260127792065,4.3927789623290707e-17,0.15160326893960496,3.651341551825003e-17,0.12550414023696072
2025-04-17,2.5043904274228284e-18,0.0,3.192473564087438e-17,5.184568701545149e-17,0.4671828794544494,4.5047169509141e-17,0.15149029112560725,2.834183510336633e-17,0.12879260688028601
2025-04-21,2.455823139032268e-18,0.0,3.151597334961879e-17,5.0624892384992515e-17,0.44610006416177006,4.4031587765383145e-17,0.14278510969991537,2.6545622718724675e-17,0.1269014324925738
2025-04-22,2.539480982885336e-18,0.0,3.242433236346379e-17,5.171035922984162e-17,0.45521446089809536,4.4597424850983474e-17,0.14935636364653665,2.6661084984733798e-17,0.1304549260265044
2025-04-23,2.6012707262241755e-18,0.0,3.315239806206036e-17,5.277749590264069e-17,0.4727988386151845,4.402627361830293e-17,0.15737116127691786,2.6709766135769366e-17,0.12933467150395803
2025-04-24,2.6492020282848796e-18,0.0,3.366988740146165e-17,5.459740658208393e-17,0.4899228992954791,4.237924067850423e-17,0.1628754514840038,2.6478218780620768e-17,0.13085242462589416
2025-04-25,2.6607717734914304e-18,0.0,3.3519870829942907e-17,5.5238820375836343e-17,0.5110057497080972,4.277506153909643e-17,0.17884228022845353,2.6128089329837625e-17,0.13078015552592578
2025-04-28,2.671705726621738e-18,0.0,3.3474452564239795e-17,5.5141549354675503e-17,0.5005103667414492,4.2995552027600275e-17,0.1794259686074933,2.6212968504091274e-17,0.13085242462589416
2025-04-29,2.6853096956664854e-18,0.0,3.36671342065508e-17,5.55475413313838e-17,0.5018452756121721,4.3104465694952244e-17,0.18328586994007934,2.554079378312749e-17,0.13052719512647282
2025-04-30,2.7017107224887534e-18,0.0,3.36671342065508e-17,5.571952515115439e-17,0.5013849585753773,4.3186820787422736e-17,0.17709119593768266,2.5678723393618618e-17,0.12723871920836569
2025-05-01,2.7121361196595117e-18,0.0,3.397955567665088e-17,5.996833663007298e-17,0.5137676870488036,4.249878264001663e-17,0.17606187870037884,2.500717149578518e-17,0.12741940123306847
2025-05-02,2.610806053338916e-18,0.0,3.4753037540878174e-17,6.136111508030252e-17,0.5270710495958192,4.264223623663675e-17,0.18026070389813223,2.4959739800326095e-17,0.12793736997356314
2025-05-05,2.5286740716181088e-18,0.0,3.4759919478119077e-17,6.148657741474322e-17,0.5239408445777015,4.219328606576199e-17,0.17589870874234775,2.5264932657487343e-17,0.124395933656003
2025-05-06,2.5238425957487786e-18,0.0,3.430436337374116e-17,6.108340413836896e-17,0.522651942826701,4.230485883340734e-17,0.1728170585818147,2.4622091572702547e-17,0.12613051262740796
2025-05-07,2.4951091840342494e-18,0.0,3.432363153797226e-17,6.10890458489764e-17,0.5388553343134675,4.2315483074061226e-17,0.17336309088179713,2.440676999812721e-17,0.1260100610358667
2025-05-08,2.5108746130338873e-18,0.0,3.488516359565743e-17,6.176851640717786e-17,0.5402823627834513,4.214546684905311e-17,0.1787606856726122,2.4062880206594917e-17,0.12776872661566718
2025-05-09,2.524097067982166e-18,0.0,3.4831487845294193e-17,6.184746156622802e-17,0.536968023926628,4.188247534442713e-17,0.18719599214717622,2.3756439798515082e-17,0.12926239312920781
2025-05-12,2.6834841002089443e-18,0.0,3.5790769414591587e-17,6.33318650170716e-17,0.566198594762321,4.2743180710121653e-17,0.1998238414217669,2.363848052601088e-17,0.13149085423271192
2025-05-13,2.710727586709668e-18,0.0,3.619815825850034e-17,6.33149528150673e-17,0.5980990184593985,4.216671938386744e-17,0.2096713083219345,1.943379585904036e-17,0.1318522182821175
2025-05-14,2.703089340382153e-18,0.0,3.656012673663359e-17,6.385063086677802e-17,0.6230025670052955,4.1978109724338364e-17,0.2182133006359437,1.9223468297455177e-17,0.13067174260119138
2025-05-15,2.6918863459974624e-18,0.0,3.681473951389558e-17,6.399468627956901e-17,0.6206549395816613,4.314431571779407e-17,0.2151630433103928,1.7122685878782628e-17,0.13199682140552702
2025-05-16,2.689467500004985e-18,0.0,3.682437464604733e-17,6.415568406393976e-17,0.6232787502033846,4.337543044695182e-17,0.21965685389652945,1.8218637457200098e-17,0.13152271310827549
2025-05-19,2.6578956544933075e-18,0.0,3.645552633074557e-17,6.480533415178753e-17,0.6240613629178068,4.377125130754401e-17,0.21470486881032683,1.9715273820801006e-17,0.12943176919486782
2025-05-20,2.633452916588757e-18,0.0,3.656562892631049e-17,6.470647707294637e-17,0.6185834953561161,4.4002366036701754e-17,0.2157906701662166,2.0070395379916412e-17,0.12758395441218026
2025-05-21,2.572727877304267e-18,0.0,3.592702631177331e-17,6.391559889252035e-17,0.6067071261591455,4.394657762612581e-17,0.21001649543117695,1.8909536869890115e-17,0.12601575575190632
2025-05-22,2.563434590191665e-18,0.0,3.587610375632091e-17,6.423900812136819e-17,0.6114484583660138,4.3840319005560684e-17,0.21404586827317248,1.851571837640366e-17,0.12517694448379277
2025-05-23,2.485905253583753e-18,0.0,3.58816059459978e-17,6.357806168248746e-17,0.6043594284956338,4.406080949406454e-17,0.21297889495681138,1.844706498272327e-17,0.12524988136805243
